Neuron,x,y,z
AVAL,66.6974945976141,31.3253982228833,18.75
AQR,116.178226676956,10.7403533129922,22.3155029076899
AVDR,80.9870402651017,9.46594543732508,18.7993761521116
AVER,70.6173233817692,13.6398928900055,21.1152881374742
AVDL,81.5102008792751,36.014015407624,18.3874547303717
OLQVR,53.2479803018836,15.6214305262884,22.4006491378502
DB1,133.464193274824,21.4542514592562,26.2683473473925
OLQVL,57.7246303332917,31.172692751854,21.961351388449
RIGR,127.369358842173,18.8585768027685,25.5
RIGL,143.991787402326,21.7675018007953,24.75
RIMR,82.0732410157557,11.1707035936977,22.5
RIML,84.9070853180049,34.7817558409757,20.7135780599158
CEPVL,57.4971159975743,29.0073677008931,24.0481903403618
AVG,150.269811551834,19.3054718076666,25.720439018274
M3R,39.6769619854235,16.6940566230174,21.3706950941506
CEPDR,66.65406510683,13.6653273630223,13.9048466916611
RMDDL,71.6963448981733,28.1567850755478,22.9204657758916
VB1,123.874870240304,20.313412911824,25.35836326198
URXL,65.5462255879118,27.1247010251908,14.5237041410947
RMDDR,79.4988081444575,12.329450972711,24.3243469501801
RMDVL,65.3033641038872,33.8605112684988,19.7910928509063
IL1VR,49.0886403276326,17.4017342018202,24.4918473886028
VB3,185.575509550085,19.4169955450107,27.2673928416651
AWBL,72.5153445936677,33.4032017929024,18.75
DA1,155.298532882305,19.3688544030543,25.6300318707825
CEPVR,54.2191385069403,17.361774053612,24.4588782230369
OLQDR,53.606490253497,17.6373615064839,12.931003674097
IL1VL,46.2579950252774,26.281432898536,24.3988851224945
IL1DR,49.8229890664328,18.1889649222843,14.6603377882438
URXR,65.802953349861,16.6389236087064,13.6973429067505
FLPL,111.713706743017,37.0337530932575,22.221705664395
IL1DL,47.6645908300764,25.824810947967,15.1448725312979
CEPDL,66.2358860769372,29.425840449625,13.4958204058735
M3L,39.1834627401711,25.060093506786,22.6732219647133
ADEL,117.631967549801,36.849904574616,21.739364136056
OLQDL,52.1761472176212,25.6417732201885,13.6914891353278
DB2,88.8120551138986,14.9445213985424,27.4727176099666
