Neuron,x,y,z
SIAVL,70.0438428855197,27.5662972681536,16.9645027571901
AVL,60.2975513305399,17.1966080230205,17.6909196211638
AWBR,64.9742641856712,9.95671048137201,10.2643171829364
AWBL,67.5102267792071,34.2100154020121,12.2803713031617
URYVL,43.6390162878804,27.881108710455,14.8464142325545
AVKL,105.956432094418,29.9203360134852,20.1905042692081
IL1DL,41.9063991721572,24.7509384748878,8.03129469357144
AFDR,61.6289199554387,9.13837473039948,12.013522426567
SABD,131.086933772661,21.5687551272635,20.4534012351101
OLLL,40.9299989131148,28.0019801202546,11.25
ADAL,97.8512854687202,36.3299906499896,14.9995093411185
AIML,88.3212335870058,34.5072194155895,19.7272608234898
AVJL,71.5111747386993,31.9198872282455,9.84185676769232
AFDL,63.5765465350921,32.572842943039,12
ADAR,91.674898624969,8.44123626681626,18.7019447873225
SMBDR,67.9396428659317,21.145685886078,18
RMFL,56.9135543792786,25.3259213648488,18.4398794662278
M1,86.2798539732217,15.4507095618421,4.32077044165292
RMDL,62.3627119793328,33.079492323704,15.4011118453698
SABVL,80.3844804803414,32.5224502819333,19.1376636570275
AS2,193.50198522978,21.7586541098054,20.9511198382796
VA2,171.691019381833,22.5742584813029,21.3936792953867
IL2VL,35.5553461272854,30.1958169431166,17.6992237386851
I3,31.6260841855259,19.743326272236,7.81213941340543
IL2VR,38.9316165145663,15.7442100744467,19.6073617812535
SMDVR,57.3126236812973,10.9606821599812,10.8433406811828
URYDR,43.3049531478505,13.6427883265727,8.48418278707518
AIZR,70.9971562219059,14.3157423292529,15.0907167691864
AIBL,65.3303045218333,29.5093130915214,14.5667643150998
AIBR,63.6342922451807,12.8683703078289,15.4772483058935
AIZL,76.9318262222264,31.8027620902207,13.4309036934446
URYDL,43.3480636482801,27.0548861623431,9.19136276816531
SIADL,68.4370968256839,26.2260014675686,19.5057142944514
I1L,13.5408510368108,23.6680916922282,14.8557175876482
I2L,26.3676733220182,26.9353582415096,16.8345785541128
AWCR,63.6584500988235,8.46768606429407,15.0035197684798
VD1,117.063075395885,22.8697010894047,20.2292475088049
AUAR,69.1396739732341,9.60378891710639,16.5190638153307
RIS,101.611524407235,27.9641943219676,21.8677349733195
SIAVR,69.7495330662159,17.4574433128081,18.3428965639135
RICR,75.8894215980936,18.2443895342993,17.9851265919279
AS1,142.527813474095,23.638883789415,21.75
ALA,59.0056837123077,20.7301529021885,4.5
ASGR,68.5044693225082,10.5408083013989,9.97422823287623
AMSOR,6.23299475834236,8.88746286133804,16.5
I1R,14.3358879441874,16.5748230632936,16.5
RMED,46.3175607976956,20.3391403156533,4.9121460242081
URAVR,45.1677384687422,16.8847237512456,17.287064231549
AMSOL,11.6349235489057,32.572842943039,14.25
ASEL,71.7327156926225,34.2919216534203,12.6950992196015
SABVR,79.4277789260982,24.546679832044,20.0486505656138
SAADR,59.1203033845006,21.3900140986682,18.2981397490652
IL2DR,38.01563004826,12.8835832828833,9.34524858192454
RMEV,48.8380996309693,23.7381183868226,17.0717031538155
AVHL,69.6483766286296,29.8831507441906,8.51718203395691
SMBVL,70.1777860396048,24.2310538209416,18.6195437756531
AUAL,70.4654864279465,35.97466115618,16.1301996414015
IL2DL,35.6672052012742,27.0032044598197,8.5264888856982
SAAVL,58.6672002969692,29.253247463479,12.110047043475
,117.978581308419,27.5600685360953,20.7757191522063
SIADR,54.0208682498311,20.3029701047742,18.5238771373789
URAVL,45.7610722891793,26.242518787681,15.8306354839941
,84.9071583101874,33.4378768491234,20.0655445549854
RIVL,69.7982881326625,26.4057240066154,7.92780192002851
AVHR,71.049305651957,11.2224686343613,9.64226151127229
SAADL,60.7916586415976,24.854600552868,17.4739395530366
AVKR,81.7980445988262,26.6862497823716,19.4859091355352
RIAR,59.5187801059887,12.0997852623664,10.2805457375268
AINR,74.2441575718512,12.4496924171415,12.8493397687344
AINL,74.8552592988326,31.9908763991961,10.9839546174446
ASER,67.1085768981527,10.3418283049513,12.75
URADR,41.0510799674392,12.7567628719141,9.52732738881047
IL2L,38.6524133826316,29.1752735805106,13.7222254014091
CEPDR,56.3392402412217,13.3861567171593,6.88392882782612
AWCL,65.7467801552414,35.0858221662124,14.4867777017288
ASHL,69.394008309545,32.9883759269285,15
BAGR,49.0702421153274,10.7173939067389,15.3770218800196
RICL,80.5070019647509,33.1633679639316,15.2160976656954
BAGL,50.7520077964069,30.809966468549,14.4390382912384
SMBDL,66.4875953909403,25.2117866908455,17.0158630370537
RIVR,71.164512206815,14.1787946750291,9.50273836458596
AWAR,64.5864724281156,13.0716944653873,10.5837325655706
URADL,39.5458314020949,26.910788556078,8.97948735257479
RIAL,59.6719111918645,28.3430703163021,9.80620965314604
NSMR,30.3725007166464,12.7828511928466,17.9048155856263
ASHR,66.0260426275151,8.11242309452338,13.9618884957873
MI,29.1055005610935,19.3774364696482,7.13284464119898
VA1,103.460533432399,29.700116585719,21.4189512916336
AVBR,69.6017748014897,13.0427927002329,12
NSML,28.9748951601088,28.1469155798303,16.6057323531679
,57.309878187669,13.4629484222985,10.8085748200574
SAAVR,58.5127887087379,9.27392727587026,11.5779011597572
URBL,44.30036446523,29.6302110821753,13.001716056969
M5,98.9771602090714,30.0204903469547,8.40925453117546
RIH,63.7843130270368,20.314619918299,18
ASKL,61.8021300618243,27.24066454979,8.17462562087422
FLPR,80.6133988745612,13.8738586680119,18.75
ASJL,71.2481975125917,21.9754907112509,18
AIMR,78.3249403053814,22.4122304209732,19.5
VB3,185.437120649371,21.7134473009505,21.75
,115.718099061147,24.0718400713189,21.75
RIFR,119.999092307365,22.5869267203951,21
AVFR,108.990825740803,23.5477532507182,21
SMBVR,87.5858636650438,24.1591871821974,22.5
AVFL,93.7015659280237,31.9331486133254,21.75
,83.5669720037441,29.4000595435351,20.25
AIAL,74.8302518139179,28.1771896029116,19.5
AIAR,75.0923533988361,21.1893604803497,19.5
M2R,82.6059335515992,15.162355810446,13.5
M2L,82.081730381763,25.032666601642,15.75
M4,35.2529145689444,19.9664905397263,8.25
RIPL,45.1254069083059,27.6531027823108,12.75
URBR,43.5527973987971,10.7076157576744,13.5
MCL,27.3898670214004,24.6832740027982,15.75
IL1L,41.1938831345338,28.0024933034897,13.5
RID,55.6968361148941,18.8309677099813,4.5
ASKR,60.5894004184759,14.1141821692444,7.5
ADLR,65.2198610594746,14.3762255795448,7.5
ADLL,66.2682673991471,26.8669725514097,8.25
ASIR,68.5398137758827,14.2888784686663,9
ASIL,72.6460733247101,28.0898424920331,9.75
RMGL,101.564613475568,34.5535847939942,15
I6,86.624823135234,26.168189431387,7.5
I4,82.693299361462,21.3640547021067,7.5
RMGR,96.6720512496508,9.04800610732866,19.5
I5,85.2269494007806,18.9183148208598,21
SIBVR,62.074642040457,21.800794411829,19.5
RIBL,73.3450101919368,31.4964089036031,15
RIR,66.7924705689834,29.6621029538355,16.5
SIBDL,63.1230483801295,30.4482352624016,15.75
RMHL,66.0935337017567,32.1951920236258,15.75
RIBR,67.229305851292,14.2888784686663,16.5
ADFR,61.6378067581484,12.3672254080202,10.5
RIPR,44.3391021535515,13.3280519383432,12.75
RMDVR,57.0947119270124,8.43657009818448,14.25
RMDR,59.8030956637215,9.83413633822983,15
AVAR,58.7546893240489,10.2708760479521,12.75
URXL,58.143118266685,24.6832740027982,6.75
URXR,57.8810166817668,16.0358352298906,6.75
AVAL,60.4146646434205,32.4572354339262,12.75
ASGL,67.7535090211283,29.4874087320785,10.5
AWAL,67.840876908656,30.6229294841585,12.75
ASJR,71.5976669850375,14.5509218789667,17.25
RIFL,109.602394720502,29.574755842957,20.25
VB2,82.9554009463801,27.8277990817327,21.75
I2R,28.3740361170934,14.3359438120866,17.25
MCR,28.5581276172811,16.1764162713351,15.75
IL1R,40.9841948025386,11.6672621743232,15
IL2R,39.2353411332429,9.82679179273959,15
URYVR,42.4569143380502,13.047614960511,16.5
ADFL,64.4556585041333,29.0597089424207,11.25
AVER,60.0375019752634,12.5874973651151,14.25
RMHR,66.6647378074007,27.4032864300614,15.75
SIBVL,73.1999289282767,30.7161335324449,18
AVBL,72.5055379918937,30.7209578703879,12.75
SIBDR,62.3038479567055,10.9439958508898,16.5
