Neuron,x,y,z
FLPL,79.8385991434287,30.7949684997206,14.25
CEPDR,55.6850684141642,12.3387231867033,7.5
AVBR,68.8286859749364,7.81010781367387,14.25
AFDR,58.5869061383862,7.21198872375217,13.5
SAAVL,57.0506394745019,31.0513058460647,10.5
AFDL,59.3550394703283,29.3423929735331,12.75
ADFL,59.1843417894601,26.4372439984799,12
FLPR,73.1814415226085,7.1265422491969,13.5
RMDR,60.5499128497977,9.60446508343895,17.25
SIBDL,57.2213350780485,25.1555593440813,16.5
SIBDR,58.8429505823669,12.1678323149145,16.5
ASIR,73.8642260141165,7.1265422491969,10.5
ADFR,60.8913061342126,7.63921694188505,13.5
RMFL,67.4631149145987,18.4053584831538,21
,65.5854549662996,17.8072393932321,21.75
SMBVL,75.8272348028497,21.1396186637399,22.5
AIYR,67.0363727897497,21.9086286254504,20.25
SIAVL,85.3008813074578,16.3546659443664,23.25
RMFR,69.5968193068785,16.012882123467,22.5
AVFR,104.248172239352,20.5414995738183,20.25
RIR,66.4389371386758,20.1997157529189,18
