Neuron,x,y,z,cam-1,bbs-1,acc-4,aho-3,add-1,bas-1,ceh-10,acp-2,ahr-1,aha-1,arr-1,arrd-4,cycl-2,ast-1,alr-1,acr-23,ace-2,ace-3,ace-1,coq-8,acr-2,asic-1,aak-2,ceh-20,acr-15,cfi-1,ceh-2,arl-13,eat-4,bbs-2,aptf-1,C32B5.6,abi-1,cnb-1,ceh-14,ani-1,unc-3,arrd-17,asna-1,age-1,acc-1,inx-8,deg-1,ceh-6,coel-1,dop-4,acy-2,anoh-2,dbl-1,ari-1.1,abts-1,ceh-34,daf-5,cho-1,ceh-19,arl-6,unc-17,che-7,bbs-8,ace-4,acr-14,ceh-17,aex-6,unc-55,pag-3,deg-3,lgc-57,egl-36,vab-7,flp-13,dkf-1,che-3,cat-1,atat-2,inx-19,osm-12,C15C8.4,unc-4,F59E11.7,glr-4,ags-3,crm-1,lev-8,F41C3.8,eat-20,egl-43,fax-1,flp-18,flp-2,cat-4,atg-18,ncr-1,bra-1,cng-1,glr-1,flp-19,B0207.7,des-2,csk-1,acr-16,dkf-2,ida-1,lim-6,C03A3.3,cah-2,madd-4,egl-4,ceh-63,bicd-1,flp-6,gar-3,dmd-4,aqp-5,flp-11,flr-2,ceh-28,glr-7,ced-3,kal-1,unc-9,cog-1,glr-2,inx-17,bus-18,gpa-3,che-2,unc-8,acr-18,pdfr-1,flp-7,inx-12,nhr-67,mec-19,cysl-1,mab-9,npr-1,egl-5,gfi-1,nlp-13,flp-4,aqp-6,glr-8,bbs-5,unc-86,cng-3,glr-5,C16B8.4,gtr-1,unc-53,C39D10.5,ttbk-5,dop-1,ser-2,flp-1,smp-1,daf-2,flp-10,C33A11.2,unc-30,F59B2.13,daf-9,daf-25,gpa-2,inx-3,inx-5,srab-12,dac-1,inx-1,mbr-1,dgn-1,cor-1,ceh-36,maph-9,eol-1,gcy-29,snf-11,cct-2,flp-12,unc-129,unc-25,gon-14,pnc-1,dyf-3,inx-13,egl-17,inx-7,exp-1,mod-1,ncam-1,gly-18,ceh-38,clhm-1,lgc-58,unc-42,cct-4,ceh-37,gcy-35,unc-47,hlh-14,nlp-8,inx-9,prdx-2,gcy-19,gpa-10,mnm-2,egl-19,flp-17,mpz-1,che-13,hst-3.1,cat-2,flp-8,ceh-23,kin-29,gpa-14,dyf-11,max-1,che-1,cng-2,ceh-13,frpr-4,unc-46,inx-18,unc-103,dsc-1,slo-2,unc-5,inx-10,baz-2,ntr-1,K05B2.2,rig-3,goa-1,inx-11,sel-2,rig-5,rig-6,dop-3,casy-1,itr-1,pdf-1,dgk-3,gcy-28,npr-9,rig-1,lin-11,hlh-29,egl-2,dyf-2,tsp-7,cni-1,tmc-1,calf-1,egl-13,degt-1,odr-1,ser-7,kpc-1,tbx-2,sams-5,daf-7,jmjd-3.1,ceh-40,ceh-32,odr-2,gcy-18,syg-1,ckr-2,hmr-1,che-6,flr-4,grld-1,lite-1,ddl-2,gcy-2,daf-11,gpa-16,ceh-43,twk-7,egl-6,srab-4,nas-13,tor-2,pac-1,dhc-3,kvs-1,ins-1,ttx-3,let-23,ttbk-6,gcy-12,kel-8,gur-3,mom-5,inx-2,ets-5,cle-1,riok-1,dma-1,mec-6,paqr-2,unc-7,tyra-2,dyla-1,lgc-35,dat-1,cnx-1,lgc-55,inx-6,gpa-5,crml-1,cdh-3,rict-1,plr-1,dop-2,mgl-1,ser-4,F49H12.4,dcar-1,cank-26,tab-1,egl-46,gpa-6,kin-19,cwn-1,tba-2,dop-6,daf-8,snet-1,mls-2,pkc-1,plc-3,gcy-25,nlp-14,die-1,nmr-1,elp-1,nlp-1,rskd-1,unc-6,osm-6,osm-3,ten-1,dyf-6,mps-4,mod-5,wrk-1,lad-2,gcy-32,unc-63,cup-5,magi-1,nmr-2,mec-17,nlp-15,acr-5,egl-44,clh-3,ZC21.3,sgk-1,npr-11,drn-1,tax-6,sra-10,gcy-33,tig-2,pef-1,msi-1,npr-17,let-60,dyf-5,zig-4,F08G12.1,gcy-23,npr-5,sox-2,F16C3.1,mec-1,gcy-34,nlp-21,daf-28,rab-6.1,ntr-2,ncs-1,dyf-13,npr-4,elpc-1,rig-4,unc-2,dsh-1,unc-32,mgl-2,egl-3,fmi-1,poml-1,F17C11.2,npr-2,mec-7,del-2,ser-5,gab-1,egl-30,gcy-31,elpc-3,eat-16,trpa-1,slo-1,vab-15,mgl-3,jbts-14,gcy-8,F48E3.8,acc-2,gcy-36,del-3,pha-4,hlh-34,fkh-2,eor-1,hlh-2,ebax-1,sptf-3,xrn-2,mig-10,grd-8,clc-6,wdr-5.1,dylt-1,gpc-1,scd-2,hst-6,F54E4.4,gcy-37,del-4,fut-1,daf-37,sra-11,gcy-9,eor-2,hlh-13,hpo-30,hecw-1,nphp-1,F55C12.5,vav-1,dyn-1,pxf-1,glb-5,gcy-15,daf-38,exl-1,mdl-1,mig-1,mig-13,sem-4,nphp-4,peli-1,top-1,ver-3,gpa-8,gcy-21,src-1,ser-1,hda-4,rhgf-2,plx-1,sre-4,lgc-37,ocr-1,ift-81,nid-1,mec-10,egl-47,let-756,mtm-9,tph-1,syg-2,lin-32,tyra-3,tol-1,vab-2,ocr-2,slt-1,trp-4,mec-3,ocr-4,nas-3,gar-2,ncx-5,glp-1,mab-21,odr-10,kvs-4,myrf-1,nhr-36,gcy-1,dop-5,gpa-1,gcy-27,ugt-50,lag-2,madd-2,odr-3,unc-36,ptc-3,osm-5,snf-3,nhr-38,zig-3,glc-3,gpa-11,gon-1,unc-71,max-2,odr-4,kap-1,nlp-57,nhr-83,gsa-1,qdpr-1,oig-8,npr-6,sulp-2,gpa-13,fbl-1,odr-7,igcm-1,sin-3,osm-9,gpa-15,nlp-7,hlh-16,eri-6,vem-1,odr-8,kqt-3,fozi-1,pfk-1.1,tba-9,eri-7,mec-2,lim-4,sre-37,sox-3,tbb-4,pdl-1,lst-1,gcy-14,olrn-1,paqr-1,tiam-1,ttbk-3,gpa-9,mec-4,mef-2,gcy-20,gbas-1,tax-2,mps-1,pgp-2,plc-1,gei-8,tub-1,tsp-17,jnk-1,grk-2,mks-5,pde-2,kqt-1,toe-2,gcs-1,pept-3,mec-8,lrk-1,ric-4,hlh-4,pde-5,hda-3,mfb-1,sra-13,tax-4,twk-16,lat-1,F58B4.3,sra-17,hpl-2,grd-6,mab-3,ldb-1,lgc-12,fkh-8,srab-9,nlp-9,trp-1,mig-14,T17H7.1,hlh-25,lgc-27,gcy-3,srx-47,mig-2,unc-62,ham-2,R13H7.2,Y55D5A.1,mig-6,osg-1,uig-1,twk-46,shn-1,lgc-38,npr-15,mtd-1,hlh-3,mps-2,lgc-46,flp-25,nck-1,mom-4,mps-3,srtx-1,txt-19,unc-116,nipi-3,zig-5,ife-4,pat-2,pmk-3,nlp-10,mec-18,unc-29,pat-4,gpa-4,ins-5,pat-6,ooc-5,pak-1,irk-1,vab-3,ncx-1,ptl-1,pink-1,nhx-1,kcc-2,ncx-6,ttx-1,nlg-1,gcy-22,rpm-1,kin-20,ncx-7,ttx-7,sax-7,rep-1,nhr-79,gcy-6,scc-1,rgs-3,mab-23,npr-14,gcy-7,gcy-4,sdn-1,npr-35,gcy-5,ser-6,mau-2,tba-1,trak-1,pll-1,H03A11.2,srab-1,mut-7,pde-1,srab-16,mxl-3,hlh-10,srab-24,mom-2,siah-1,ncs-7,sod-5,srd-23,ncx-4,T19C4.5,unc-97,srsx-3,unc-39,nhx-5,nsy-7,sru-38,zyg-8,str-1,vab-8,snf-5,tpst-1,str-163,srb-6,sptf-1,str-220,efn-4,sra-39,str-44,nrde-3,srd-1,sre-1,nsy-1,nra-4,srh-10,nsy-4,qui-1,ssu-1,prkl-1,lsy-2,osm-10,Y40C5A.4,puf-9,ZK757.1,lsy-27,trx-1,sam-10,rsbp-1,srh-132,str-33,nhr-69,rsy-1,srh-139,sel-10,srh-25,srh-281,srh-142,srh-68,nhr-253,pitp-1,tba-6,sri-51,sra-7,sro-1,txdc-9,nhr-50,ser-3,sra-9,srsx-37,nlp-6,srbc-64,sru-4,sra-6,srbc-66,srz-1,ulp-4,srz-6,srd-16,srg-2,svh-1,srg-41,unc-14,srh-18,srg-8,sri-14,unc-51,srv-11,srd-17,npr-18,unc-77,srt-26,srt-28,srt-45,vang-1,srt-47,ver-2,str-199,ugt-56,str-2,daf-41,skn-1,sma-6,srab-14,tir-1,srd-33,srg-30,srx-76,srg-36,syd-9,srg-37,unc-43,vdac-1,srg-47,str-3,trpa-2,trp-2,unc-37,vab-1,zig-1,ttbk-4,ZK856.14,wdr-23,ztf-3,zig-2
ADAL,105.6642013,25.65969389,8.598082935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,103.1292608,6.06812507,11.27104678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADEL,100.2222988,25.88841786,9.716655088,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADER,96.12685633,6.254337121,11.744243,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADFL,69.82332973,22.71456961,7.373776528,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
