Neuron,x,y,z
AWBL,68.38962796,23.06022588,34.93946038
AWBR,69.04332645,11.40034823,24.21395709
AWCL,67.43257042,19.90875525,41.05957112
AWCR,66.60234208,8.815318196,34.45236794
BAGL,50.51371154,21.450765,40.47453617
BAGR,49.83892696,8.17172,35.07010444
CEPDL,58.76829119,19.407835,26.78837301
CEPDR,60.34533528,12.80379214,24.76119915
CEPVL,55.23267443,16.09731315,43.15609136
CEPVR,53.36908422,10.21465,40.90937584
DA1,138.3319976,12.25758,42.69421453
DB1,135.8108213,11.236115,46.93156823
DB2,131.8733541,14.30051,43.46627621
DD1,138.7175882,17.364905,45.68595249
FLPL,87.80650353,23.48484786,43.11636111
FLPR,79.32681001,6.12879,35.30250707
HMC,62.54982391,16.85294507,27.39876957
I1L,9.600026331,18.08921736,38.97935112
I1R,9.137119478,10.21465,40.07872862
I2L,23.39236846,21.14846672,40.55049659
I2R,23.88110773,7.150255,42.15534668
I3,27.61902024,13.279045,31.14927095
I4,80.10779907,16.34344,27.44599642
I5,82.71053662,13.279045,40.57104492
I6,83.19252383,20.4293,27.92853393
IL1DL,41.32469946,17.364905,30.52628553
IL1DR,42.46965399,13.12537872,29.37868736
IL1L,40.00636471,19.407835,39.12342824
IL1R,39.24808139,9.193185,34.67952165
IL1VL,35.86126477,15.321975,42.88722995
IL1VR,34.89728828,12.25758,43.27326079
IL2DL,34.03117897,18.62796087,30.88349626
IL2DR,33.64121262,11.236115,26.58071121
IL2L,40.19916001,22.47223,38.25485989
IL2R,41.11703765,8.17172,28.86499108
IL2VL,33.84887443,15.321975,45.06261197
IL2VR,37.17146333,11.236115,44.64728836
M1,82.93091798,11.96285964,24.28330815
M2L,79.72220847,19.407835,35.16661319
M2R,79.24021919,10.21465,33.33296567
M3L,31.41975227,19.15338709,38.25912683
M3R,32.39524178,10.21465,39.04041959
M4,31.81256145,13.279045,31.69233564
M5,94.24047044,24.62611536,26.4550445
MCL,24.38993937,18.38637,38.93041282
MCR,23.42596289,9.193185,40.3780295
MI,25.75006398,13.279045,28.65732927
NSML,25.62755251,21.32788592,40.06587447
NSMR,26.61842346,8.842998163,40.65847208
OLLL,40.73143678,21.1857496,36.00180695
OLLR,51.08480435,9.193185,30.94160914
OLQDL,46.03275738,18.01817827,29.73205711
OLQDR,47.13923003,13.279045,27.61902024
OLQVL,48.49750818,18.2142813,41.03781034
OLQVR,47.34689184,9.193185,37.79444875
RIAL,61.83133085,21.21277316,31.64606741
RIAR,61.98503486,12.25758,27.73551851
RIBL,72.685177,18.38637,39.41295241
RIBR,70.08243944,10.21465,35.45613528
RICL,83.11361099,21.58906582,43.21003472
RICR,77.10743226,9.559255988,37.2628717
RID,56.58676445,15.321975,24.64727181
RIFL,108.8343067,15.321975,47.42309126
RIGL,123.8723462,15.321975,45.20341498
RIGR,136.4338067,14.30051,43.40131752
RIH,53.36908422,15.321975,41.94768487
RIML,68.72718303,16.12563105,44.6613897
RIMR,72.20318979,12.25758,42.98373662
RIPL,47.1397928,20.4293,38.15835114
RIPR,44.24786126,10.21465,31.78884231
RIS,80.98810446,14.30051,47.13923003
RIVL,71.3958138,22.00387273,29.17981905
RIVR,82.77613576,14.08051954,18.59003318
RMDDL,71.5716784,15.80562764,44.22297844
RMDDR,65.34283366,15.22347097,41.89713823
RMDL,61.46789467,19.407835,40.49405223
RMDR,64.16749815,11.236115,38.41743417
RMDVL,58.65901857,23.19432564,37.16401857
RMDVR,59.21830815,7.31240791,32.56618375
RMED,48.84496153,15.99118902,27.68068473
RMEL,49.16509309,22.26257022,37.67884021
RMER,48.1604519,9.90494947,32.37334593
RMEV,59.55246063,14.22228642,43.83587838
RMFL,64.36837529,13.009409,45.51400897
RMFR,66.70852069,14.30051,42.59770578
RMGL,110.8586584,23.493695,37.38628947
RMGR,102.7612538,9.193185,36.51772112
RMHL,73.55275687,12.25758,48.87070794
RMHR,72.39598509,13.279045,46.844045
SAADL,69.50405355,12.25758,43.46627621
SAADR,68.73605789,13.279045,46.30858281
SAAVL,60.20342742,22.3098949,34.75295741
SAAVR,58.76829119,10.21465,30.73394733
SABD,126.667879,13.279045,42.7907212
SABVL,102.7612538,15.321975,46.94055375
SABVR,104.1108209,13.279045,48.00213752
SIADL,77.58750256,13.91962252,46.52163742
SIADR,74.99872264,12.25758,43.65929163
SIAVL,79.94979543,16.34344,44.85495016
SIAVR,79.43681663,15.79605021,48.64622846
SIBDR,66.41932879,10.21465,37.2897828
SMBDL,71.01440071,15.321975,43.00769249
SMBDR,69.48810512,14.30051,41.88176886
SMBVR,86.38731143,10.21465,47.76221545
SMDDL,76.54108502,16.34344,46.07198333
SMDDR,74.96591208,10.21465,45.06261197
SMDVL,58.44405615,21.65330077,33.04361025
SMDVR,60.24987719,11.236115,27.54250309
URADL,39.13878483,20.4293,33.13995025
URADR,39.04041959,12.25758,27.82668205
URAVL,45.28991914,16.69084471,41.84489403
URAVR,50.25415713,12.25758,40.90937584
URBL,44.34425994,21.450765,38.25485989
URBR,44.24786126,8.17172,33.04344358
URXL,59.07685528,18.84432625,28.93207444
URXR,59.7678879,13.279045,27.44599642
URYDL,44.04805265,20.66204461,33.22463156
URYDR,44.64728836,11.236115,29.07265288
URYVL,42.94943032,19.00520359,40.50225793
URYVR,43.13625951,9.569409679,36.75278096
VA1,115.6676261,15.321975,47.34689184
VA2,174.0205937,15.321975,47.34689184
VB1,121.0768133,15.321975,45.58944582
VB2,101.5080833,13.279045,45.01039956
VB3,178.3814916,15.321975,47.76221545
VD1,127.1448344,16.97697859,45.54188249
VD2,137.0567922,11.236115,44.02430294
,66.03645441,15.321975,26.58071121
,112.3450372,14.30051,46.93156823
,99.05468161,14.30051,47.55455365
,77.2158696,20.4293,40.66755159
